order_id,customer_id,order_date,product,quantity,amount
6001,617,2024-06-13,SMS Pro,3,2578.9
6002,611,2024-11-01,SMS Basic,1,2291.53
6003,625,2024-05-23,SMS Basic,4,6235.46
6004,625,2024-10-26,SMS Basic,2,1400.54
6005,622,2024-05-03,SMS Pro,5,10662.85
6006,630,2025-01-12,SMS Basic,2,3302.77
6007,626,2024-07-17,SMS Pro,2,1704.4
6008,619,2024-06-11,SMS Enterprise,3,6983.88
6009,601,2024-12-26,SMS Enterprise,3,7185.35
6010,619,2024-03-13,SMS Enterprise,2,4346.79
6011,626,2024-09-09,SMS Enterprise,3,2553.34
6012,602,2024-02-16,SMS Basic,2,3406.65
6013,601,2024-09-26,SMS Pro,1,1163.47
6014,620,2024-04-13,SMS Basic,3,5801.63
6015,630,2024-06-14,SMS Basic,1,795.42
6016,623,2024-03-13,SMS Basic,5,11106.69
6017,603,2024-07-10,SMS Enterprise,4,6688.13
6018,611,2024-06-03,SMS Pro,2,4903.44
6019,624,2024-08-11,SMS Enterprise,4,7193.44
6020,606,2024-12-28,SMS Enterprise,5,10369.92
6021,608,2024-12-06,SMS Enterprise,2,2513.54
6022,624,2024-12-18,SMS Pro,2,1710.83
6023,601,2024-12-25,SMS Enterprise,4,8806.06
6024,625,2024-10-17,SMS Basic,2,3409.55
6025,630,2024-11-09,SMS Basic,5,3541.1
6026,616,2024-03-13,SMS Pro,1,975.99
6027,611,2024-03-26,SMS Enterprise,1,2143.32
6028,622,2024-11-23,SMS Enterprise,3,4179.78
6029,609,2024-04-17,SMS Basic,1,1200.96
6030,626,2024-02-25,SMS Enterprise,1,596.29
6031,615,2025-01-10,SMS Pro,2,4538.21
6032,616,2024-07-12,SMS Pro,5,6253.48
6033,627,2024-09-02,SMS Enterprise,2,1650.63
6034,603,2024-01-18,SMS Pro,1,1137.43
6035,604,2024-02-07,SMS Pro,2,4551.73
6036,606,2025-01-09,SMS Basic,5,11918.34
6037,603,2024-06-22,SMS Enterprise,5,11432.26
6038,623,2024-01-16,SMS Pro,2,3429.27
6039,614,2024-03-21,SMS Basic,1,1162.19
6040,607,2024-07-28,SMS Enterprise,5,9720.38
6041,624,2024-10-03,SMS Pro,3,3284.4
6042,604,2024-01-26,SMS Pro,5,7996.63
6043,616,2024-03-19,SMS Basic,3,1522.89
6044,603,2024-05-30,SMS Enterprise,5,7303.28
6045,604,2024-01-14,SMS Basic,2,3552.76
6046,603,2024-08-30,SMS Basic,3,6209.26
6047,616,2024-09-07,SMS Enterprise,3,2046.82
6048,618,2024-07-17,SMS Basic,3,6812.96
6049,612,2024-04-05,SMS Pro,1,1026.59
6050,615,2024-05-14,SMS Basic,3,4885.48
6051,605,2025-01-20,SMS Enterprise,1,671.41
6052,612,2024-10-04,SMS Pro,5,4775.13
6053,602,2024-07-17,SMS Enterprise,4,9725.02
6054,622,2024-08-31,SMS Enterprise,2,2905.05
6055,603,2024-07-21,SMS Enterprise,1,1504.2
6056,629,2024-09-21,SMS Enterprise,5,3974.48
6057,625,2024-08-17,SMS Basic,2,4888.66
6058,626,2024-04-08,SMS Basic,1,1346.75
6059,622,2024-08-10,SMS Basic,2,4336.43
