order_id,customer_id,order_date,product,quantity,amount
8001,830,2024-03-20,SMS Basic,2,4714.51
8002,820,2024-01-27,SMS Enterprise,5,10931.4
8003,810,2024-09-08,SMS Enterprise,5,6080.86
8004,826,2024-12-28,SMS Pro,5,4699.62
8005,806,2024-09-23,SMS Basic,5,4093.7
8006,818,2024-10-01,SMS Pro,1,1198.81
8007,829,2024-04-19,SMS Enterprise,3,3486.4
8008,810,2024-04-21,SMS Enterprise,5,7248.57
8009,818,2025-01-20,SMS Enterprise,1,729.44
8010,812,2024-08-16,SMS Basic,5,11686.07
8011,808,2024-01-21,SMS Enterprise,3,3788.24
8012,826,2024-02-28,SMS Pro,3,4741.42
8013,810,2024-01-13,SMS Enterprise,3,4585.85
8014,817,2024-08-16,SMS Pro,1,1092.87
8015,821,2024-04-08,SMS Pro,5,3323.45
8016,804,2024-03-26,SMS Enterprise,5,2573.31
8017,803,2024-04-17,SMS Enterprise,2,4459.8
8018,814,2024-02-23,SMS Basic,5,10787.49
8019,829,2025-01-14,SMS Pro,1,1993.78
8020,805,2024-01-13,SMS Pro,3,1727.32
8021,803,2024-01-28,SMS Basic,3,4848.51
8022,819,2024-04-26,SMS Pro,4,5104.26
8023,821,2024-07-26,SMS Pro,3,1601.35
8024,822,2024-03-01,SMS Enterprise,1,1782.85
8025,820,2024-02-02,SMS Enterprise,5,2955.17
8026,828,2024-02-07,SMS Pro,5,3561.36
8027,826,2024-12-17,SMS Pro,5,3365.05
8028,825,2024-08-12,SMS Pro,4,8576.98
8029,801,2024-08-30,SMS Basic,5,4698.66
8030,824,2024-07-19,SMS Enterprise,3,7260.81
8031,805,2024-06-01,SMS Enterprise,3,7244.35
8032,801,2024-10-10,SMS Enterprise,2,1492.94
8033,801,2024-10-20,SMS Enterprise,4,6297.22
8034,803,2024-06-05,SMS Basic,3,2770.42
8035,829,2024-11-26,SMS Enterprise,2,1643.82
8036,808,2024-11-11,SMS Pro,2,1458.49
8037,822,2024-10-17,SMS Basic,5,7112.65
8038,818,2024-02-07,SMS Pro,1,1001.38
8039,807,2025-01-06,SMS Enterprise,4,9612.32
8040,812,2024-03-06,SMS Enterprise,2,1400.18
8041,820,2024-02-05,SMS Basic,3,4415.17
8042,811,2024-11-11,SMS Enterprise,3,5660.75
8043,805,2024-10-16,SMS Enterprise,3,6346.2
8044,814,2024-03-27,SMS Basic,3,2977.05
8045,808,2024-12-30,SMS Enterprise,4,4213.44
8046,812,2024-03-09,SMS Enterprise,3,6767.31
8047,815,2024-08-16,SMS Pro,3,4421.83
8048,804,2024-03-30,SMS Enterprise,5,3319.74
8049,809,2024-03-12,SMS Enterprise,2,2052.94
8050,829,2024-11-16,SMS Basic,1,2284.21
8051,828,2024-09-16,SMS Enterprise,1,2125.28
8052,819,2024-07-26,SMS Enterprise,2,4625.21
8053,818,2024-05-13,SMS Enterprise,5,7221.04
8054,825,2024-03-17,SMS Pro,4,3786.45
8055,825,2024-10-28,SMS Enterprise,3,2303.29
8056,817,2024-09-18,SMS Basic,4,4910.92
8057,801,2024-12-05,SMS Basic,5,9341.62
8058,825,2024-09-20,SMS Basic,4,3273.78
8059,819,2024-10-16,SMS Enterprise,2,3943.68
8060,816,2024-07-02,SMS Basic,2,4045.89
8061,808,2024-02-02,SMS Pro,3,2904.11
8062,822,2024-04-15,SMS Enterprise,3,3828.56
8063,830,2024-08-20,SMS Basic,1,2461.18
8064,811,2024-02-22,SMS Enterprise,5,8835.67
8065,809,2025-01-14,SMS Pro,5,7943.5
8066,806,2024-07-11,SMS Enterprise,4,4922.37
8067,821,2024-02-09,SMS Enterprise,3,3757.97
8068,830,2024-04-24,SMS Enterprise,4,4823.18
8069,828,2024-06-25,SMS Pro,4,9097.38
8070,801,2024-09-13,SMS Basic,4,3324.85
8071,803,2024-09-20,SMS Enterprise,3,2769.1
8072,806,2024-03-21,SMS Pro,5,9673.03
8073,804,2024-12-04,SMS Basic,4,8489.38
8074,824,2024-02-28,SMS Pro,4,5832.17
8075,819,2024-03-23,SMS Enterprise,4,2179.57
8076,802,2024-03-06,SMS Enterprise,5,4111.29
8077,821,2024-09-19,SMS Basic,5,3968.65
