order_id,customer_id,order_date,product,quantity,amount
7001,701,2024-06-13,SMS Enterprise,2,1071.66
7002,701,2024-11-16,SMS Enterprise,2,1905.06
7003,729,2024-06-25,SMS Pro,2,1410.83
7004,717,2024-10-28,SMS Pro,2,1261.15
7005,702,2024-06-01,SMS Pro,4,7822.66
7006,720,2024-09-25,SMS Pro,4,9103.79
7007,705,2024-06-24,SMS Pro,3,6000.69
7008,706,2024-07-25,SMS Basic,2,1897.29
7009,705,2024-04-18,SMS Enterprise,1,1679.39
7010,706,2024-03-04,SMS Pro,1,1250.38
7011,721,2024-05-10,SMS Enterprise,5,2985.87
7012,702,2024-12-04,SMS Basic,1,596.47
7013,704,2024-08-01,SMS Pro,4,2988.76
7014,709,2024-08-30,SMS Enterprise,2,1821.98
7015,722,2024-11-18,SMS Basic,3,4025.23
7016,704,2024-12-05,SMS Enterprise,3,5236.79
7017,723,2024-03-11,SMS Pro,1,1523.17
7018,720,2024-03-01,SMS Pro,1,2069.52
7019,716,2024-04-11,SMS Enterprise,2,4111.84
7020,727,2024-09-24,SMS Basic,3,5720.62
7021,710,2024-03-23,SMS Basic,5,7463.55
7022,707,2024-12-18,SMS Pro,3,2907.03
7023,701,2024-12-09,SMS Basic,1,2170.46
7024,722,2024-09-09,SMS Basic,1,2059.05
7025,703,2025-01-05,SMS Enterprise,1,2309.56
7026,721,2024-04-28,SMS Pro,3,3084.75
7027,702,2024-02-21,SMS Basic,1,2204.5
7028,712,2024-12-12,SMS Pro,4,7908.32
7029,704,2025-01-23,SMS Basic,1,2204.0
7030,722,2024-11-27,SMS Basic,3,3645.16
7031,715,2024-11-14,SMS Pro,1,1245.24
7032,711,2024-04-03,SMS Basic,4,5202.0
7033,715,2024-05-19,SMS Pro,4,8399.19
7034,721,2024-03-26,SMS Basic,2,3784.68
7035,702,2024-03-22,SMS Basic,4,9289.81
7036,716,2024-10-18,SMS Enterprise,4,3450.08
7037,713,2025-02-02,SMS Pro,5,2788.16
7038,722,2025-01-07,SMS Basic,4,9363.18
7039,704,2024-07-29,SMS Pro,1,626.67
7040,721,2024-06-09,SMS Basic,5,10175.29
7041,719,2025-01-05,SMS Enterprise,2,4911.58
7042,722,2024-06-22,SMS Enterprise,5,9382.42
7043,720,2024-02-18,SMS Pro,2,2927.72
7044,722,2024-12-12,SMS Enterprise,4,3189.24
7045,727,2024-10-12,SMS Enterprise,1,523.29
7046,730,2024-03-21,SMS Enterprise,4,8814.97
7047,728,2024-03-25,SMS Basic,4,4565.07
7048,711,2024-05-22,SMS Basic,5,4727.07
7049,721,2024-07-12,SMS Pro,2,1315.32
7050,715,2024-10-20,SMS Pro,1,2213.18
7051,715,2024-06-10,SMS Basic,4,7961.91
7052,701,2024-02-22,SMS Pro,4,2286.66
7053,718,2024-01-01,SMS Basic,5,12131.71
7054,721,2024-06-04,SMS Enterprise,5,4568.51
7055,722,2024-08-21,SMS Pro,3,6451.87
7056,727,2024-04-24,SMS Pro,3,4860.91
7057,720,2024-11-03,SMS Pro,3,5795.48
7058,704,2024-02-19,SMS Enterprise,2,1008.79
7059,712,2024-11-20,SMS Pro,5,7719.85
7060,723,2024-02-24,SMS Basic,2,2969.69
7061,727,2025-01-02,SMS Enterprise,4,2855.69
7062,720,2024-04-10,SMS Basic,1,2360.43
7063,713,2024-04-20,SMS Pro,2,3867.15
7064,704,2025-01-22,SMS Pro,1,2353.25
7065,727,2024-12-10,SMS Enterprise,1,2044.29
7066,715,2024-08-22,SMS Enterprise,5,12061.9
7067,705,2024-09-12,SMS Basic,5,9862.14
7068,718,2024-08-09,SMS Enterprise,4,9394.97
7069,725,2024-03-31,SMS Enterprise,5,4236.5
7070,727,2024-03-06,SMS Basic,4,7260.17
7071,720,2024-06-13,SMS Enterprise,4,5349.32
7072,720,2024-12-20,SMS Basic,3,3887.22
7073,711,2024-05-30,SMS Pro,2,1552.72
7074,720,2024-12-24,SMS Enterprise,5,5489.13
7075,723,2024-10-07,SMS Pro,5,8825.83
7076,707,2024-04-17,SMS Enterprise,3,5619.67
7077,730,2024-12-10,SMS Basic,2,3015.57
7078,723,2024-11-22,SMS Pro,1,2021.55
7079,718,2024-09-02,SMS Enterprise,5,11926.74
7080,723,2024-08-01,SMS Enterprise,5,5359.28
7081,728,2024-08-04,SMS Basic,5,3564.7
7082,713,2024-03-15,SMS Basic,1,899.8
7083,725,2024-03-23,SMS Pro,3,2378.57
7084,702,2024-12-19,SMS Pro,2,4014.38
7085,702,2024-07-02,SMS Pro,1,1732.22
7086,722,2025-01-13,SMS Enterprise,2,3969.65
7087,718,2024-07-18,SMS Basic,5,10343.07
7088,726,2024-12-22,SMS Pro,1,2352.97
7089,713,2024-08-01,SMS Enterprise,3,7295.0
7090,702,2024-01-07,SMS Enterprise,3,2718.52
7091,728,2025-02-03,SMS Pro,2,4645.95
7092,723,2024-12-29,SMS Enterprise,3,6030.65
7093,718,2025-01-13,SMS Enterprise,2,4104.59
7094,707,2024-05-30,SMS Pro,2,4933.81
7095,703,2024-04-05,SMS Basic,5,3693.54
7096,702,2024-08-07,SMS Pro,5,5142.4
7097,706,2024-10-26,SMS Pro,1,1161.13
