order_id,customer_id,order_date,product,quantity,amount
14001,1402,2024-12-07,SMS Pro,4,3183.57
14002,1428,2024-08-06,SMS Pro,4,4982.65
14003,1410,2024-06-25,SMS Pro,3,7365.14
14004,1428,2024-10-14,SMS Basic,2,3911.41
14005,1415,2025-01-14,SMS Pro,4,4309.07
14006,1426,2025-01-07,SMS Pro,4,3116.54
14007,1419,2024-11-02,SMS Basic,2,1831.14
14008,1416,2024-09-25,SMS Pro,1,2366.31
14009,1419,2025-01-22,SMS Pro,1,513.24
14010,1421,2024-05-19,SMS Pro,2,3223.26
14011,1423,2024-10-17,SMS Basic,2,1744.03
14012,1413,2024-05-28,SMS Enterprise,4,2337.86
14013,1427,2024-06-03,SMS Enterprise,3,4464.6
14014,1424,2024-08-25,SMS Basic,1,2082.44
14015,1405,2024-05-14,SMS Pro,4,2993.42
14016,1422,2024-05-27,SMS Pro,2,2967.55
14017,1423,2024-11-26,SMS Basic,1,738.71
14018,1409,2024-09-09,SMS Basic,5,9955.66
14019,1419,2024-09-03,SMS Enterprise,4,8946.77
14020,1421,2024-12-17,SMS Pro,1,1246.4
14021,1424,2024-10-21,SMS Basic,3,2477.08
14022,1402,2024-03-15,SMS Pro,4,9026.54
14023,1405,2024-07-01,SMS Basic,1,1045.34
14024,1414,2024-11-21,SMS Pro,1,1079.71
14025,1417,2024-11-23,SMS Basic,5,4438.15
14026,1421,2024-04-03,SMS Basic,5,10026.29
14027,1418,2024-06-14,SMS Pro,3,3128.75
14028,1423,2024-12-18,SMS Pro,1,1568.84
14029,1412,2024-03-14,SMS Basic,2,3072.68
14030,1412,2025-02-02,SMS Pro,4,4722.5
14031,1430,2024-03-24,SMS Basic,2,1618.22
14032,1408,2024-04-06,SMS Enterprise,5,9396.53
14033,1417,2024-09-29,SMS Enterprise,5,9522.65
14034,1426,2024-02-28,SMS Pro,4,9328.25
14035,1404,2024-03-08,SMS Basic,4,4785.68
14036,1423,2024-07-04,SMS Basic,4,9117.81
14037,1420,2024-09-24,SMS Pro,2,3839.58
14038,1401,2025-01-16,SMS Basic,2,1514.86
14039,1423,2024-03-13,SMS Enterprise,2,2229.71
14040,1407,2024-03-07,SMS Basic,4,7526.55
14041,1426,2024-02-27,SMS Basic,1,2049.38
14042,1425,2024-08-08,SMS Basic,2,1431.27
14043,1426,2024-12-03,SMS Enterprise,5,3092.65
14044,1404,2024-05-09,SMS Basic,1,1103.29
14045,1401,2025-01-21,SMS Basic,1,2340.2
14046,1407,2024-10-27,SMS Basic,2,3682.4
14047,1401,2024-02-16,SMS Basic,3,7192.75
14048,1412,2024-06-29,SMS Basic,5,10308.02
14049,1420,2024-05-03,SMS Enterprise,5,3183.37
14050,1427,2024-10-23,SMS Basic,5,4669.98
14051,1407,2024-05-24,SMS Basic,5,2543.29
14052,1424,2024-02-20,SMS Basic,5,11012.97
14053,1416,2024-07-06,SMS Enterprise,5,4351.26
14054,1422,2024-02-24,SMS Basic,3,7387.81
14055,1414,2024-04-19,SMS Enterprise,2,2630.31
14056,1425,2024-06-09,SMS Basic,4,2882.53
14057,1405,2024-09-10,SMS Pro,3,4842.79
14058,1402,2024-02-12,SMS Pro,4,2925.78
14059,1410,2024-08-21,SMS Enterprise,3,5622.28
14060,1427,2024-08-15,SMS Basic,5,6572.82
14061,1428,2024-08-07,SMS Basic,1,2289.51
14062,1426,2024-08-31,SMS Enterprise,3,2575.78
14063,1422,2024-09-08,SMS Enterprise,1,1292.74
14064,1417,2024-12-03,SMS Enterprise,1,738.44
14065,1413,2024-07-24,SMS Enterprise,5,12275.71
14066,1424,2024-03-27,SMS Basic,3,7351.24
14067,1411,2024-04-12,SMS Enterprise,4,2982.1
14068,1427,2024-08-05,SMS Enterprise,4,4228.15
14069,1423,2025-01-27,SMS Enterprise,5,5229.73
14070,1426,2024-11-25,SMS Pro,3,4354.96
14071,1420,2024-07-26,SMS Pro,5,5288.91
14072,1425,2024-08-20,SMS Basic,1,1001.38
14073,1416,2024-04-28,SMS Enterprise,2,1118.89
14074,1424,2024-01-28,SMS Basic,4,7424.86
14075,1406,2024-07-14,SMS Enterprise,3,2416.42
14076,1420,2024-11-15,SMS Basic,1,1822.16
14077,1417,2025-01-27,SMS Pro,4,3615.45
14078,1422,2024-09-11,SMS Pro,5,5116.65
14079,1411,2024-10-03,SMS Enterprise,1,2405.16
14080,1402,2024-08-08,SMS Basic,4,5600.92
14081,1428,2024-07-11,SMS Pro,4,2287.85
14082,1406,2024-10-12,SMS Enterprise,3,6808.2
14083,1406,2024-09-08,SMS Pro,2,2249.84
14084,1413,2024-09-06,SMS Basic,5,9250.25
14085,1422,2024-10-10,SMS Enterprise,5,8222.1
14086,1416,2024-10-14,SMS Basic,5,3057.37
14087,1409,2024-09-10,SMS Enterprise,4,6935.52
14088,1412,2025-01-27,SMS Pro,3,1868.54
14089,1419,2024-01-24,SMS Basic,3,3593.26
14090,1424,2024-10-25,SMS Basic,3,3783.44
14091,1414,2024-06-25,SMS Pro,4,4810.15
14092,1422,2024-05-05,SMS Basic,2,3592.33
14093,1419,2024-02-13,SMS Enterprise,1,2237.88
14094,1404,2024-06-21,SMS Basic,1,1576.83
14095,1402,2024-08-23,SMS Enterprise,4,6544.4
14096,1429,2024-08-03,SMS Pro,1,1891.92
14097,1419,2024-01-12,SMS Pro,4,6562.83
14098,1411,2024-10-20,SMS Basic,4,2800.45
14099,1422,2024-04-15,SMS Pro,4,6022.15
14100,1425,2024-12-07,SMS Pro,2,3459.31
14101,1412,2024-08-11,SMS Basic,4,7083.55
14102,1426,2024-02-08,SMS Enterprise,2,2149.42
14103,1402,2024-06-01,SMS Enterprise,4,8436.82
14104,1420,2025-01-15,SMS Basic,5,3447.34
