order_id,customer_id,order_date,product,quantity,amount
16001,1626,2024-11-02,SMS Enterprise,1,510.72
16002,1617,2024-11-13,SMS Pro,3,7365.14
16003,1622,2024-07-08,SMS Basic,5,2911.25
16004,1606,2024-05-13,SMS Basic,5,7428.4
16005,1611,2024-08-27,SMS Basic,1,1134.63
16006,1617,2024-08-09,SMS Basic,3,2201.05
16007,1602,2024-03-06,SMS Pro,3,5986.94
16008,1630,2024-08-08,SMS Pro,3,5177.59
16009,1625,2024-05-15,SMS Enterprise,3,4114.65
16010,1606,2024-06-10,SMS Enterprise,4,8109.4
16011,1605,2024-10-11,SMS Enterprise,4,2425.78
16012,1605,2024-01-28,SMS Basic,2,1143.45
16013,1609,2024-03-24,SMS Enterprise,4,5491.44
16014,1629,2024-09-10,SMS Basic,4,4852.16
16015,1623,2024-10-14,SMS Pro,4,5943.91
16016,1628,2025-01-03,SMS Basic,1,1199.21
16017,1607,2024-05-25,SMS Basic,2,3999.75
16018,1627,2024-05-19,SMS Enterprise,5,4623.96
16019,1601,2024-09-26,SMS Enterprise,2,2665.68
16020,1603,2024-05-06,SMS Pro,1,2274.74
16021,1601,2024-05-25,SMS Enterprise,1,1288.34
16022,1619,2024-02-24,SMS Pro,2,1115.5
16023,1615,2024-12-28,SMS Enterprise,4,5632.44
16024,1609,2024-10-31,SMS Enterprise,1,1158.85
16025,1602,2024-12-01,SMS Enterprise,4,4599.32
16026,1624,2025-01-10,SMS Enterprise,2,1845.47
16027,1602,2024-11-25,SMS Pro,3,6288.88
16028,1624,2024-02-06,SMS Enterprise,5,6313.91
16029,1613,2024-05-10,SMS Basic,2,4860.2
16030,1628,2024-07-23,SMS Basic,1,2204.69
16031,1606,2024-07-17,SMS Pro,3,5383.01
16032,1621,2024-03-19,SMS Basic,3,4445.07
16033,1614,2025-01-11,SMS Pro,5,3812.87
16034,1622,2024-02-19,SMS Pro,5,4498.71
16035,1615,2024-07-17,SMS Pro,3,4878.34
16036,1614,2024-02-16,SMS Pro,3,5183.21
16037,1614,2024-11-18,SMS Pro,1,580.88
16038,1611,2024-08-25,SMS Enterprise,2,3590.44
16039,1623,2024-03-20,SMS Pro,5,8795.6
16040,1617,2024-02-12,SMS Pro,4,5498.84
16041,1630,2024-09-01,SMS Pro,2,4936.74
16042,1622,2024-06-02,SMS Basic,5,6777.32
16043,1619,2024-01-25,SMS Enterprise,1,2334.6
16044,1617,2024-02-25,SMS Enterprise,4,5304.16
16045,1615,2024-12-04,SMS Enterprise,5,10628.25
16046,1612,2024-05-10,SMS Enterprise,1,2037.29
16047,1601,2024-02-28,SMS Enterprise,4,3436.42
16048,1606,2024-07-20,SMS Basic,1,1332.5
16049,1623,2024-06-01,SMS Pro,5,9740.95
16050,1625,2024-12-09,SMS Pro,5,10578.34
