order_id,customer_id,order_date,product,quantity,amount
10001,1029,2024-01-10,SMS Enterprise,3,6156.1
10002,1008,2024-06-13,SMS Enterprise,1,1816.58
10003,1018,2024-07-17,SMS Basic,5,9332.24
10004,1025,2024-10-09,SMS Basic,5,5331.29
10005,1014,2024-11-24,SMS Pro,1,692.51
10006,1022,2024-02-04,SMS Basic,2,1714.56
10007,1002,2024-04-13,SMS Basic,4,3532.93
10008,1002,2024-10-19,SMS Enterprise,4,7263.37
10009,1017,2024-11-15,SMS Enterprise,5,5059.39
10010,1012,2024-04-23,SMS Enterprise,1,526.17
10011,1030,2024-04-16,SMS Enterprise,4,9427.23
10012,1027,2024-02-10,SMS Pro,1,1221.85
10013,1024,2024-07-31,SMS Pro,1,2147.29
10014,1009,2024-09-27,SMS Basic,1,2168.91
10015,1003,2024-04-20,SMS Enterprise,1,702.45
10016,1008,2024-09-29,SMS Pro,2,1772.48
10017,1022,2024-05-07,SMS Enterprise,2,3233.69
10018,1018,2024-07-31,SMS Enterprise,1,2032.57
10019,1019,2024-07-02,SMS Enterprise,4,7620.4
10020,1014,2024-02-23,SMS Basic,2,3199.86
10021,1017,2024-06-21,SMS Enterprise,2,3135.6
10022,1020,2024-08-14,SMS Pro,3,4800.49
10023,1011,2024-07-09,SMS Pro,4,8609.24
10024,1011,2024-11-07,SMS Basic,5,7956.26
10025,1013,2025-01-27,SMS Enterprise,3,3660.05
10026,1015,2024-08-17,SMS Pro,1,1952.63
10027,1010,2024-11-01,SMS Basic,5,3850.86
10028,1029,2024-06-03,SMS Basic,3,7406.37
10029,1007,2024-06-10,SMS Basic,3,7014.67
10030,1017,2024-10-11,SMS Enterprise,5,4047.15
10031,1002,2024-08-23,SMS Pro,2,1553.63
10032,1012,2024-10-25,SMS Basic,2,2024.98
10033,1010,2024-02-17,SMS Enterprise,4,6552.52
10034,1007,2025-01-10,SMS Basic,3,6257.43
10035,1006,2024-09-06,SMS Enterprise,5,10695.15
10036,1004,2024-10-31,SMS Enterprise,3,1724.23
10037,1026,2024-10-22,SMS Pro,1,2060.24
10038,1030,2025-01-29,SMS Pro,3,6778.76
10039,1014,2024-08-01,SMS Basic,2,3990.71
10040,1028,2024-11-04,SMS Basic,4,2433.02
10041,1017,2024-01-22,SMS Pro,5,8149.13
10042,1011,2024-09-14,SMS Enterprise,2,1612.79
10043,1022,2025-01-09,SMS Pro,4,8022.72
10044,1019,2024-09-15,SMS Basic,2,2727.74
10045,1026,2024-07-20,SMS Basic,2,2344.67
10046,1016,2024-10-19,SMS Enterprise,1,1596.3
10047,1009,2024-02-13,SMS Pro,5,6844.91
10048,1023,2024-03-07,SMS Basic,4,6474.37
10049,1016,2024-07-21,SMS Enterprise,5,4460.99
10050,1020,2025-01-11,SMS Enterprise,2,1969.26
10051,1009,2025-02-01,SMS Pro,3,5608.43
10052,1019,2024-02-15,SMS Basic,4,5388.32
10053,1012,2024-04-07,SMS Pro,3,5063.26
10054,1001,2025-01-29,SMS Pro,2,4950.61
10055,1020,2024-08-14,SMS Enterprise,2,2761.85
10056,1030,2024-04-29,SMS Basic,3,2435.95
10057,1024,2024-02-13,SMS Basic,1,986.1
10058,1020,2024-03-16,SMS Pro,1,1186.54
10059,1026,2024-02-26,SMS Pro,4,5769.52
10060,1011,2024-04-17,SMS Enterprise,5,4618.75
10061,1018,2024-09-24,SMS Pro,5,7330.26
10062,1024,2024-03-13,SMS Enterprise,1,1253.21
10063,1029,2024-12-05,SMS Enterprise,1,1010.91
10064,1002,2024-05-25,SMS Basic,5,5212.81
10065,1015,2024-12-01,SMS Basic,1,1277.29
10066,1009,2024-12-05,SMS Enterprise,3,6685.69
10067,1001,2024-05-29,SMS Enterprise,4,3849.35
10068,1013,2024-09-17,SMS Enterprise,1,2307.74
10069,1016,2024-11-01,SMS Enterprise,1,872.83
10070,1017,2024-08-22,SMS Enterprise,1,579.5
10071,1030,2024-09-28,SMS Pro,3,4439.6
10072,1024,2024-03-21,SMS Basic,3,5605.87
10073,1012,2024-11-16,SMS Pro,2,4983.98
