order_id,customer_id,order_date,product,quantity,amount
11001,1109,2024-02-01,SMS Enterprise,3,6772.06
11002,1129,2024-01-16,SMS Enterprise,3,2853.5
11003,1111,2024-07-20,SMS Enterprise,2,1351.18
11004,1113,2024-09-23,SMS Enterprise,5,11227.01
11005,1122,2024-04-26,SMS Pro,2,3291.59
11006,1114,2024-06-08,SMS Enterprise,3,4195.02
11007,1105,2024-04-15,SMS Enterprise,2,3324.12
11008,1122,2024-04-13,SMS Basic,3,5631.19
11009,1129,2024-09-25,SMS Basic,4,9965.49
11010,1125,2024-03-15,SMS Enterprise,5,11671.12
11011,1111,2024-02-04,SMS Enterprise,5,11986.02
11012,1104,2024-04-04,SMS Pro,2,3908.32
11013,1125,2024-06-12,SMS Pro,4,4426.78
11014,1124,2024-11-22,SMS Enterprise,3,2411.74
11015,1107,2024-02-24,SMS Basic,2,1104.79
11016,1120,2024-11-11,SMS Pro,5,8170.43
11017,1108,2024-11-01,SMS Basic,2,3749.51
11018,1112,2024-02-10,SMS Enterprise,4,3072.69
11019,1128,2024-11-05,SMS Pro,3,2603.86
11020,1113,2024-09-08,SMS Pro,2,1655.15
11021,1108,2024-01-17,SMS Pro,1,2350.87
11022,1114,2024-04-23,SMS Enterprise,2,4031.11
11023,1103,2024-03-31,SMS Pro,5,7399.43
11024,1111,2024-08-22,SMS Basic,4,5238.93
11025,1102,2024-11-07,SMS Enterprise,4,7761.61
11026,1113,2024-11-09,SMS Enterprise,5,8438.06
11027,1117,2024-11-24,SMS Enterprise,1,1541.3
11028,1115,2024-08-21,SMS Basic,2,3074.81
11029,1113,2025-01-11,SMS Basic,5,6373.98
11030,1125,2024-11-18,SMS Basic,2,2164.72
11031,1113,2024-06-04,SMS Pro,4,3331.89
11032,1110,2024-11-09,SMS Basic,5,11536.76
11033,1115,2024-11-26,SMS Pro,1,1945.29
11034,1104,2024-04-02,SMS Enterprise,5,3853.07
11035,1114,2024-06-14,SMS Pro,1,857.76
11036,1119,2024-12-30,SMS Basic,4,2721.44
11037,1111,2024-12-20,SMS Enterprise,2,3873.5
11038,1104,2024-02-16,SMS Basic,4,7072.58
11039,1103,2024-09-25,SMS Enterprise,4,7814.99
11040,1117,2024-11-09,SMS Basic,4,6402.77
11041,1102,2025-01-28,SMS Basic,3,4892.95
11042,1122,2024-03-17,SMS Basic,2,1715.47
11043,1123,2024-01-27,SMS Pro,3,3357.11
11044,1125,2024-08-16,SMS Pro,2,1470.22
11045,1105,2024-04-13,SMS Basic,5,10153.96
11046,1101,2024-08-22,SMS Pro,4,6348.01
11047,1101,2024-11-07,SMS Pro,2,1867.5
11048,1122,2024-08-31,SMS Pro,4,5535.0
11049,1120,2024-11-03,SMS Basic,2,4528.67
11050,1109,2024-11-13,SMS Enterprise,5,10701.21
11051,1107,2024-01-26,SMS Basic,2,1220.26
11052,1112,2024-01-19,SMS Basic,1,1833.99
11053,1127,2024-11-04,SMS Pro,3,7022.31
11054,1102,2024-02-25,SMS Pro,2,1645.34
11055,1110,2024-11-08,SMS Enterprise,5,8222.83
11056,1118,2024-03-31,SMS Pro,5,6101.89
11057,1102,2024-02-17,SMS Pro,3,3711.42
11058,1113,2024-02-04,SMS Pro,5,3149.26
11059,1116,2024-03-09,SMS Basic,3,3475.25
11060,1114,2024-09-25,SMS Basic,2,3448.21
11061,1104,2024-10-19,SMS Enterprise,5,12371.89
11062,1116,2025-01-05,SMS Enterprise,5,11838.92
11063,1123,2024-05-27,SMS Pro,5,10977.98
11064,1109,2024-09-26,SMS Enterprise,5,6038.53
11065,1105,2024-11-10,SMS Enterprise,4,6157.65
11066,1121,2024-09-11,SMS Pro,2,4534.65
11067,1108,2024-12-28,SMS Pro,2,1006.32
11068,1101,2024-08-26,SMS Enterprise,1,1974.94
11069,1107,2024-11-11,SMS Pro,4,2363.94
11070,1112,2024-10-13,SMS Enterprise,2,1045.19
11071,1107,2024-12-19,SMS Pro,3,6241.17
11072,1110,2024-06-02,SMS Enterprise,5,5739.24
11073,1101,2024-02-28,SMS Enterprise,3,3548.17
11074,1124,2024-10-18,SMS Enterprise,1,2164.09
11075,1107,2024-06-18,SMS Pro,4,9329.3
11076,1126,2024-01-19,SMS Enterprise,2,2925.98
11077,1121,2024-08-23,SMS Enterprise,3,4274.82
11078,1127,2024-07-30,SMS Enterprise,1,2170.21
11079,1110,2024-10-16,SMS Enterprise,3,4831.06
11080,1101,2024-04-16,SMS Enterprise,3,6297.21
11081,1129,2024-06-30,SMS Basic,2,2121.84
11082,1101,2024-06-22,SMS Pro,5,10924.06
11083,1119,2024-11-06,SMS Pro,2,3380.77
11084,1128,2025-02-04,SMS Pro,3,5759.04
11085,1109,2024-07-30,SMS Basic,4,9016.39
11086,1112,2024-08-19,SMS Pro,2,3100.4
11087,1106,2024-02-27,SMS Pro,1,2055.58
11088,1130,2024-02-17,SMS Pro,5,2749.35
11089,1116,2024-09-13,SMS Basic,2,2360.46
11090,1116,2025-01-10,SMS Enterprise,3,6153.2
11091,1105,2025-01-28,SMS Basic,5,9267.17
11092,1105,2024-04-15,SMS Enterprise,1,1418.74
11093,1123,2024-09-24,SMS Basic,1,1121.96
11094,1102,2024-12-17,SMS Enterprise,1,1166.58
11095,1129,2024-01-24,SMS Basic,5,10161.8
11096,1124,2024-06-08,SMS Basic,5,10084.94
11097,1121,2024-04-17,SMS Pro,2,1770.18
11098,1109,2024-09-29,SMS Pro,4,7368.99
11099,1109,2024-03-17,SMS Basic,3,2186.76
11100,1120,2024-10-13,SMS Enterprise,1,913.15
11101,1112,2024-10-08,SMS Pro,3,2349.34
11102,1123,2024-05-25,SMS Enterprise,2,1685.1
11103,1110,2024-11-09,SMS Pro,5,6936.48
11104,1105,2024-01-15,SMS Pro,1,711.85
11105,1102,2024-02-14,SMS Pro,4,3431.86
11106,1120,2024-10-30,SMS Enterprise,4,6930.52
11107,1110,2024-06-19,SMS Basic,5,3285.46
11108,1130,2025-01-21,SMS Pro,5,3817.95
11109,1127,2024-12-23,SMS Pro,1,1411.17
11110,1122,2024-11-25,SMS Enterprise,4,5764.37
11111,1108,2024-03-14,SMS Enterprise,3,6977.17
11112,1113,2024-04-03,SMS Enterprise,3,6232.67
11113,1129,2024-06-15,SMS Pro,4,2242.11
11114,1116,2024-02-27,SMS Pro,4,5689.93
