order_id,customer_id,order_date,product,quantity,amount
19001,1904,2024-12-29,SMS Basic,3,5521.77
19002,1915,2024-09-05,SMS Pro,1,665.1
19003,1922,2024-05-04,SMS Enterprise,4,3122.05
19004,1927,2024-05-22,SMS Basic,2,4353.98
19005,1920,2024-02-21,SMS Basic,3,2244.91
19006,1924,2024-07-19,SMS Basic,1,1842.78
19007,1901,2024-12-12,SMS Pro,2,2762.63
19008,1906,2024-04-20,SMS Enterprise,1,2285.38
19009,1918,2024-04-20,SMS Pro,1,2173.0
19010,1926,2024-09-24,SMS Enterprise,1,1281.24
19011,1910,2024-08-15,SMS Basic,5,2546.66
19012,1925,2024-07-12,SMS Basic,2,2498.58
19013,1908,2024-04-12,SMS Basic,1,1343.37
19014,1901,2024-06-21,SMS Basic,1,941.14
19015,1929,2024-02-19,SMS Enterprise,2,3896.05
19016,1902,2024-07-31,SMS Enterprise,1,2131.25
19017,1911,2024-10-14,SMS Enterprise,2,3498.69
19018,1930,2024-10-04,SMS Pro,4,2966.43
19019,1907,2024-02-24,SMS Pro,3,2541.73
19020,1913,2024-11-30,SMS Pro,1,1278.37
19021,1915,2024-04-22,SMS Basic,3,5399.67
19022,1912,2024-01-23,SMS Basic,2,2644.39
19023,1925,2024-11-02,SMS Pro,1,1925.06
19024,1926,2024-10-18,SMS Basic,3,7254.21
19025,1920,2024-06-15,SMS Enterprise,4,7423.2
19026,1925,2024-12-21,SMS Basic,3,2551.99
19027,1925,2024-12-18,SMS Pro,4,2540.11
19028,1901,2024-11-07,SMS Enterprise,4,5058.97
19029,1921,2025-01-14,SMS Basic,5,8374.69
19030,1901,2024-04-29,SMS Basic,5,10089.41
19031,1904,2024-06-07,SMS Basic,4,8057.97
19032,1920,2024-02-10,SMS Basic,2,2498.09
19033,1910,2024-04-13,SMS Basic,4,3635.08
19034,1902,2024-05-01,SMS Enterprise,5,12385.51
19035,1915,2025-01-13,SMS Pro,2,2112.51
19036,1921,2025-01-24,SMS Basic,5,10417.8
19037,1914,2024-11-27,SMS Pro,1,958.02
19038,1924,2024-06-18,SMS Pro,2,1823.27
19039,1902,2024-12-06,SMS Basic,2,3432.25
19040,1913,2024-09-23,SMS Pro,2,2769.44
19041,1901,2024-02-03,SMS Pro,1,2407.32
19042,1902,2024-11-20,SMS Basic,2,1502.24
19043,1906,2024-10-30,SMS Enterprise,2,1945.24
19044,1903,2024-08-06,SMS Enterprise,4,4491.7
19045,1924,2024-04-11,SMS Basic,4,3411.48
19046,1908,2024-06-04,SMS Pro,5,6982.71
19047,1921,2024-04-13,SMS Pro,4,2640.13
19048,1912,2024-07-22,SMS Pro,2,2882.85
19049,1914,2024-09-15,SMS Enterprise,4,8082.6
19050,1927,2024-09-03,SMS Basic,4,5419.18
19051,1903,2025-01-23,SMS Pro,5,7871.98
19052,1918,2025-01-07,SMS Basic,3,3782.7
19053,1910,2024-08-20,SMS Pro,4,6497.14
19054,1916,2024-02-06,SMS Pro,2,3859.45
19055,1907,2024-03-20,SMS Basic,1,525.67
19056,1917,2025-01-08,SMS Enterprise,3,4448.72
19057,1930,2024-07-31,SMS Pro,3,3804.22
19058,1910,2024-11-24,SMS Enterprise,1,1317.58
19059,1902,2024-03-04,SMS Pro,5,4123.62
19060,1925,2024-08-11,SMS Pro,3,4557.65
19061,1916,2024-11-21,SMS Enterprise,3,5678.73
19062,1921,2024-07-16,SMS Pro,2,1969.41
19063,1902,2024-07-04,SMS Enterprise,1,1894.94
19064,1921,2024-03-16,SMS Pro,5,7054.71
19065,1922,2024-03-16,SMS Pro,2,3408.6
19066,1922,2024-03-23,SMS Basic,1,2041.94
19067,1921,2024-12-30,SMS Pro,4,7648.56
19068,1929,2024-02-11,SMS Enterprise,2,4504.02
19069,1906,2024-08-06,SMS Pro,3,4503.88
19070,1918,2024-12-03,SMS Pro,5,5579.79
19071,1914,2025-01-20,SMS Enterprise,1,718.55
19072,1919,2025-02-01,SMS Pro,2,2076.09
19073,1907,2025-01-18,SMS Pro,3,1538.52
19074,1906,2024-09-08,SMS Basic,1,639.68
19075,1923,2024-08-01,SMS Enterprise,4,7236.17
19076,1924,2024-08-08,SMS Basic,2,2498.61
19077,1923,2024-03-09,SMS Basic,4,3455.87
19078,1904,2024-08-18,SMS Enterprise,2,1742.55
19079,1902,2025-01-18,SMS Basic,2,2037.41
19080,1929,2024-07-28,SMS Pro,5,3591.95
19081,1921,2024-03-26,SMS Basic,3,2014.24
19082,1904,2024-05-21,SMS Basic,3,1678.0
