order_id,customer_id,order_date,product,quantity,amount
18001,1828,2024-04-26,SMS Enterprise,3,2651.11
18002,1822,2024-01-12,SMS Enterprise,5,8644.57
18003,1822,2024-10-13,SMS Pro,1,2375.78
18004,1821,2024-12-10,SMS Enterprise,1,2207.72
18005,1811,2024-08-09,SMS Pro,3,2230.31
18006,1817,2024-08-26,SMS Pro,3,4603.54
18007,1802,2025-01-04,SMS Basic,1,1055.87
18008,1814,2024-09-29,SMS Pro,3,1530.96
18009,1807,2024-06-20,SMS Basic,5,10576.73
18010,1824,2024-04-25,SMS Enterprise,4,9662.21
18011,1830,2024-05-07,SMS Basic,2,2316.9
18012,1803,2024-11-16,SMS Enterprise,1,555.75
18013,1814,2024-01-13,SMS Enterprise,3,6543.05
18014,1808,2024-02-25,SMS Pro,2,4835.21
18015,1827,2024-01-28,SMS Pro,5,10441.11
18016,1803,2025-02-01,SMS Enterprise,5,6885.29
18017,1804,2024-11-16,SMS Pro,5,3748.26
18018,1802,2024-01-18,SMS Pro,3,6840.5
18019,1823,2024-02-03,SMS Basic,1,2338.23
18020,1815,2024-01-29,SMS Pro,5,8761.85
18021,1803,2024-02-22,SMS Enterprise,1,1618.52
18022,1810,2024-07-14,SMS Pro,1,1734.6
18023,1814,2024-04-29,SMS Enterprise,5,2606.07
18024,1813,2024-08-25,SMS Pro,5,8692.31
18025,1811,2024-11-29,SMS Enterprise,1,1408.15
18026,1811,2024-10-27,SMS Basic,1,705.38
18027,1820,2024-12-31,SMS Basic,5,10394.16
18028,1807,2024-10-20,SMS Basic,5,5062.86
18029,1814,2024-09-03,SMS Enterprise,5,6946.24
18030,1808,2024-03-11,SMS Basic,1,755.36
18031,1819,2024-08-11,SMS Enterprise,3,3367.13
18032,1829,2024-10-04,SMS Basic,2,2878.1
18033,1820,2024-06-24,SMS Pro,3,7321.63
18034,1817,2024-10-27,SMS Enterprise,2,1229.27
18035,1817,2024-10-13,SMS Basic,4,4750.53
18036,1807,2024-11-23,SMS Basic,1,1183.1
18037,1822,2024-08-31,SMS Enterprise,4,6798.1
18038,1811,2024-10-23,SMS Enterprise,3,5196.62
18039,1814,2024-06-17,SMS Basic,1,1408.6
18040,1826,2024-01-22,SMS Pro,2,4679.81
18041,1821,2024-04-24,SMS Enterprise,2,2866.15
18042,1807,2024-05-02,SMS Pro,3,6343.63
18043,1813,2024-04-15,SMS Pro,2,4304.34
18044,1801,2024-07-04,SMS Basic,1,1215.77
18045,1818,2024-02-28,SMS Basic,3,4142.45
18046,1821,2024-10-26,SMS Pro,1,2450.62
18047,1807,2024-04-11,SMS Pro,2,1875.78
18048,1809,2025-01-03,SMS Basic,3,6585.21
18049,1808,2024-04-01,SMS Basic,1,852.15
18050,1809,2024-02-21,SMS Basic,2,2515.69
18051,1826,2024-02-26,SMS Pro,2,2220.29
18052,1808,2024-07-08,SMS Pro,2,4764.65
18053,1826,2024-11-15,SMS Pro,1,736.99
18054,1829,2024-03-07,SMS Basic,2,3130.22
18055,1823,2024-07-10,SMS Pro,5,6795.4
18056,1821,2024-05-05,SMS Basic,5,8373.26
18057,1828,2024-10-01,SMS Pro,2,2310.72
18058,1802,2024-11-18,SMS Pro,2,4406.01
18059,1819,2024-09-07,SMS Basic,1,2069.33
18060,1826,2024-12-05,SMS Enterprise,1,834.87
