order_id,customer_id,order_date,product,quantity,amount
4001,425,2024-06-08,SMS Enterprise,1,1777.42
4002,410,2024-07-07,SMS Enterprise,2,1876.51
4003,405,2024-09-01,SMS Basic,4,7981.88
4004,420,2024-07-10,SMS Pro,5,11627.97
4005,425,2024-10-02,SMS Enterprise,2,4047.44
4006,422,2025-01-21,SMS Enterprise,1,1551.01
4007,417,2024-12-26,SMS Pro,1,2334.49
4008,404,2024-02-01,SMS Enterprise,5,4521.57
4009,418,2024-03-17,SMS Basic,3,6626.92
4010,415,2024-02-29,SMS Enterprise,2,3867.67
4011,416,2024-02-16,SMS Enterprise,4,8469.54
4012,415,2024-03-08,SMS Enterprise,4,5654.39
4013,402,2024-10-13,SMS Pro,3,5839.68
4014,413,2024-05-10,SMS Basic,2,3313.25
4015,402,2024-08-04,SMS Pro,1,1582.33
4016,402,2024-02-05,SMS Pro,1,1074.18
4017,406,2025-01-28,SMS Basic,4,4995.69
4018,429,2024-07-14,SMS Pro,4,5005.16
4019,422,2024-12-04,SMS Enterprise,2,3614.14
4020,412,2024-03-01,SMS Basic,5,6430.59
4021,405,2025-01-07,SMS Basic,1,2012.36
4022,410,2024-08-25,SMS Enterprise,5,6741.28
4023,413,2024-04-27,SMS Basic,4,4769.28
4024,409,2024-04-06,SMS Enterprise,1,564.43
4025,422,2024-08-02,SMS Enterprise,1,981.33
4026,403,2024-02-21,SMS Enterprise,1,1392.88
4027,422,2024-12-26,SMS Basic,2,3962.16
4028,413,2024-08-12,SMS Basic,5,4672.69
4029,428,2025-02-01,SMS Basic,2,3015.58
4030,410,2024-04-29,SMS Enterprise,5,5689.04
4031,420,2025-01-30,SMS Enterprise,3,2921.42
4032,429,2024-03-14,SMS Enterprise,5,4710.43
4033,410,2024-05-20,SMS Basic,5,11985.2
4034,429,2025-01-11,SMS Basic,4,6446.81
4035,402,2024-06-25,SMS Enterprise,4,8286.44
4036,411,2024-12-22,SMS Pro,4,3193.74
4037,413,2024-04-04,SMS Enterprise,4,3927.75
4038,408,2024-06-02,SMS Enterprise,2,4223.1
4039,430,2024-01-30,SMS Enterprise,4,9742.29
4040,418,2024-09-28,SMS Basic,4,3942.87
4041,407,2024-06-18,SMS Enterprise,1,2344.45
4042,428,2024-07-08,SMS Basic,5,9745.85
4043,407,2024-01-27,SMS Pro,4,7389.38
4044,420,2024-01-21,SMS Basic,2,4218.6
4045,419,2025-01-05,SMS Enterprise,5,4670.17
4046,407,2024-06-19,SMS Pro,1,923.62
4047,407,2025-01-14,SMS Basic,4,9315.53
4048,423,2024-11-05,SMS Enterprise,2,2586.53
4049,408,2024-10-09,SMS Pro,3,3783.97
4050,418,2024-11-28,SMS Pro,3,3069.37
4051,417,2024-09-11,SMS Pro,1,2105.63
4052,424,2024-08-28,SMS Pro,2,2482.82
4053,414,2024-01-24,SMS Enterprise,2,3965.01
4054,401,2024-05-13,SMS Enterprise,5,8291.43
4055,414,2024-05-31,SMS Basic,2,2319.46
4056,413,2024-10-18,SMS Basic,4,6405.14
4057,422,2024-06-21,SMS Pro,4,9732.07
4058,421,2025-01-13,SMS Pro,4,3345.87
4059,426,2024-06-29,SMS Basic,2,3881.25
4060,416,2024-04-04,SMS Enterprise,1,1547.89
4061,427,2024-02-08,SMS Enterprise,1,2028.68
4062,414,2024-03-11,SMS Enterprise,2,1271.87
4063,405,2024-01-05,SMS Basic,5,7060.1
4064,402,2024-11-12,SMS Enterprise,5,11627.51
4065,422,2024-09-06,SMS Basic,1,1564.42
4066,414,2024-01-07,SMS Basic,5,9721.93
4067,418,2024-05-26,SMS Basic,5,10631.57
4068,422,2024-08-08,SMS Basic,1,2336.1
4069,417,2024-03-17,SMS Basic,2,3479.12
4070,409,2024-06-30,SMS Pro,4,2632.15
4071,413,2024-08-23,SMS Enterprise,2,4960.93
4072,408,2024-06-02,SMS Enterprise,1,1807.47
4073,428,2024-11-28,SMS Basic,1,1310.56
4074,413,2024-10-09,SMS Pro,1,1773.5
4075,423,2024-03-28,SMS Basic,4,8762.64
4076,421,2024-06-18,SMS Enterprise,1,2289.58
4077,430,2024-01-22,SMS Basic,2,4605.09
4078,423,2024-10-17,SMS Pro,3,1779.37
4079,403,2024-12-16,SMS Pro,5,8135.1
4080,402,2024-04-01,SMS Pro,1,2422.94
4081,419,2024-03-14,SMS Enterprise,4,9431.0
4082,410,2024-03-24,SMS Enterprise,2,3266.78
4083,428,2024-07-18,SMS Enterprise,5,5817.3
4084,425,2025-01-13,SMS Basic,1,1501.59
4085,412,2024-01-28,SMS Basic,4,3857.15
4086,403,2024-06-23,SMS Enterprise,5,12048.58
4087,413,2025-01-31,SMS Pro,1,1768.25
4088,426,2024-08-18,SMS Pro,2,2423.24
4089,413,2024-08-09,SMS Basic,5,9106.72
4090,403,2025-01-30,SMS Enterprise,3,6288.33
4091,423,2024-02-07,SMS Basic,3,2425.33
4092,423,2024-11-20,SMS Basic,4,4533.43
4093,404,2024-02-16,SMS Basic,3,4168.42
4094,425,2024-05-18,SMS Basic,2,1349.19
4095,414,2024-08-17,SMS Enterprise,5,7624.41
4096,404,2024-01-14,SMS Basic,3,4825.32
4097,420,2024-11-02,SMS Pro,4,2098.72
4098,414,2024-07-17,SMS Basic,5,11552.08
4099,408,2024-10-19,SMS Enterprise,2,3741.26
4100,406,2024-03-12,SMS Pro,3,3110.44
4101,405,2024-02-02,SMS Basic,4,4207.69
4102,410,2024-09-04,SMS Basic,3,3010.2
4103,408,2025-01-04,SMS Enterprise,4,6750.45
4104,407,2024-08-22,SMS Basic,2,2218.63
4105,413,2024-06-19,SMS Enterprise,4,8432.61
4106,411,2024-08-13,SMS Pro,4,8523.8
4107,428,2024-11-29,SMS Enterprise,2,2201.74
4108,420,2024-12-21,SMS Basic,4,4513.47
4109,413,2024-06-12,SMS Pro,4,9742.1
4110,426,2024-05-04,SMS Pro,4,4242.4
4111,426,2024-07-20,SMS Pro,1,2364.13
4112,407,2024-10-30,SMS Enterprise,2,3726.85
4113,418,2024-01-14,SMS Enterprise,4,9543.8
4114,407,2024-08-12,SMS Pro,1,2137.93
4115,426,2024-07-28,SMS Enterprise,4,3113.43
4116,410,2024-05-03,SMS Pro,2,3860.95
4117,426,2024-07-12,SMS Basic,4,9925.6
4118,416,2024-10-25,SMS Pro,5,7566.13
4119,430,2024-12-20,SMS Pro,5,2867.65
4120,412,2024-12-25,SMS Enterprise,5,8881.8
4121,403,2024-02-25,SMS Basic,3,2498.03
4122,420,2024-01-23,SMS Enterprise,4,9734.49
4123,411,2024-08-08,SMS Basic,1,697.21
4124,408,2024-09-18,SMS Enterprise,5,8079.93
4125,423,2024-10-21,SMS Basic,4,4992.96
4126,415,2025-01-30,SMS Enterprise,5,9404.37
4127,405,2024-06-25,SMS Basic,4,2836.39
4128,414,2024-02-13,SMS Basic,2,2393.31
4129,411,2024-08-21,SMS Basic,5,7329.26
4130,416,2024-02-19,SMS Pro,4,4551.28
4131,410,2024-01-23,SMS Enterprise,1,545.17
4132,411,2024-11-27,SMS Basic,2,4719.69
4133,424,2024-05-04,SMS Enterprise,2,3207.64
4134,411,2024-10-13,SMS Pro,4,3854.84
4135,413,2024-11-18,SMS Basic,2,3561.92
4136,414,2024-07-21,SMS Basic,5,11330.97
4137,415,2024-10-30,SMS Pro,4,2035.6
4138,407,2024-04-15,SMS Pro,1,1654.7
4139,426,2024-10-01,SMS Basic,3,3455.91
4140,415,2024-02-28,SMS Pro,4,6221.72
